Golden_ID,Organisation,Reference_Date,Challenger,DB_Match_Status,DB_Match_Strategy,DB_Incident_ID,Challenger_Match_Status,Challenger_Match_Strategy,Challenger_Source_URLs,Secteur_REF,Secteur_DB,Secteur_Challenger,Secteur_DB_Match,Secteur_Challenger_Match,Menace_REF,Menace_DB,Menace_Challenger,Menace_DB_Match,Menace_Challenger_Match,Localisation_REF,Localisation_DB,Localisation_Challenger,Localisation_DB_Match,Localisation_Challenger_Match
GOLD-0068,Fédération Hospitalière de France,2026-06-24,FRENCHBREACHES_LLM_JSON,MATCHED,snapshot_id,INC-AB7E14BBE82D,MATCHED,organisation_window,https://frenchbreaches.com/alertes/f-d-ration-hospitali-re-de-france-mqyllship5irezr3rw,Santé,Inconnu,Finance / Assurance,False,False,Fuite de données,Fuite de données,Fuite de données,True,True,France métropolitaine,Inconnu,France métropolitaine,False,True
GOLD-0069,Century 21 France,2026-06-23,FRENCHBREACHES_LLM_JSON,MISSING,,,MISSING,,,Construction / BTP,,,False,False,Fuite de données,,,False,False,France métropolitaine,,,False,False
GOLD-0070,RATP,2026-06-14,FRENCHBREACHES_LLM_JSON,MATCHED,snapshot_id,INC-2686144A82CB,MATCHED,organisation_and_date,https://frenchbreaches.com/alertes/ratp-mqe52h4iujuuzpmjtoo,Transport / Logistique,Inconnu,Transport / Logistique,False,True,Fuite de données,Phishing / fraude,Fuite de données,False,True,France métropolitaine,Inconnu,France métropolitaine,False,True
GOLD-0071,SSTRN,2026-06-14,FRENCHBREACHES_LLM_JSON,MATCHED,snapshot_id,INC-3AED84644061,MISSING,,,Santé,Inconnu,,False,False,Fuite de données,Fuite de données,,True,False,France métropolitaine,France métropolitaine,,True,False
GOLD-0072,BYmyCAR,2026-06-13,FRENCHBREACHES_LLM_JSON,MATCHED,snapshot_id,INC-FDA5CD7B3568,MATCHED,organisation_and_date,https://frenchbreaches.com/alertes/bymycar-mqcgnonxzovo4gs9pnl,Commerce / Distribution,Inconnu,Commerce / Distribution,False,True,Incident tiers,Phishing / fraude,Fuite de données,False,False,France métropolitaine,Inconnu,France métropolitaine,False,True
GOLD-0073,France Services,2026-06-12,FRENCHBREACHES_LLM_JSON,MATCHED,snapshot_id,INC-335A5420ECBD,MISSING,,,Administration / Collectivité,Inconnu,,False,False,Fuite de données,Fuite de données,,True,False,France métropolitaine,Inconnu,,False,False
GOLD-0074,Profil Search,2026-05-03,FRENCHBREACHES_LLM_JSON,MATCHED,snapshot_id,INC-930F9D0A0F2B,MATCHED,organisation_and_date,https://frenchbreaches.com/alertes/profil-search-mopvcouuhkdyk7dfs2o | https://annuaire-entreprises.data.gouv.fr/entreprise/791341951,Services aux entreprises,Services aux entreprises,Services aux entreprises,True,True,Fuite de données,Fuite de données,Fuite de données,True,True,France métropolitaine,Inconnu,France métropolitaine,False,True
GOLD-0075,Easy Cash,2026-04-30,FRENCHBREACHES_LLM_JSON,MATCHED,snapshot_id,INC-35553C97DCD2,MATCHED,organisation_and_date,https://frenchbreaches.com/alertes/easycash-mon4h5yi8da0fhg7i4d,Commerce / Distribution,Commerce / Distribution,Commerce / Distribution,True,True,Fuite de données,Fuite de données,Fuite de données,True,True,France métropolitaine,France métropolitaine,France métropolitaine,True,True
GOLD-0076,Umanens,2026-04-30,FRENCHBREACHES_LLM_JSON,MATCHED,snapshot_id,INC-AF81E2A4DD6C,MATCHED,organisation_and_date,https://frenchbreaches.com/alertes/umanens-mom1mvomfvu90e5ci9s,Finance / Assurance,Inconnu,Finance / Assurance,False,True,Fuite de données,Fuite de données,Fuite de données,True,True,France métropolitaine,France métropolitaine,France métropolitaine,True,True
GOLD-0077,Yomoni,2026-04-30,FRENCHBREACHES_LLM_JSON,MATCHED,snapshot_id,INC-101CC5166D0C,MATCHED,organisation_and_date,https://frenchbreaches.com/alertes/yomoni-molcfdeaap9obnbetrq,Finance / Assurance,Inconnu,Finance / Assurance,False,True,Fuite de données,Fuite de données,Fuite de données,True,True,France métropolitaine,Inconnu,France métropolitaine,False,True
GOLD-0078,Boulangerie Ange,2026-04-29,FRENCHBREACHES_LLM_JSON,MATCHED,snapshot_id,INC-7CF147BD04D4,MISSING,,,Commerce / Distribution,Inconnu,,False,False,Fuite de données,Fuite de données,,True,False,France métropolitaine,Inconnu,,False,False
GOLD-0079,Bordeaux Métropole,2026-04-29,FRENCHBREACHES_LLM_JSON,MATCHED,organisation_and_date,INC-69D8F5ECA6CA,MISSING,,,Administration / Collectivité,Inconnu,,False,False,Fuite de données,Phishing / fraude,,False,False,France métropolitaine,Inconnu,,False,False
GOLD-0080,Ville de Saint-Étienne,2026-04-29,FRENCHBREACHES_LLM_JSON,MISSING,,,MISSING,,,Administration / Collectivité,,,False,False,Incident tiers,,,False,False,France métropolitaine,,,False,False
GOLD-0081,Bordeaux Métropole,2026-04-27,FRENCHBREACHES_LLM_JSON,MATCHED,snapshot_id,INC-69D8F5ECA6CA,MISSING,,,Administration / Collectivité,Inconnu,,False,False,Fuite de données,Phishing / fraude,,False,False,France métropolitaine,Inconnu,,False,False
GOLD-0082,Bazar du Manga,2026-04-17,FRENCHBREACHES_LLM_JSON,MATCHED,snapshot_id,INC-ACFA66122429,MATCHED,organisation_and_date,https://frenchbreaches.com/alertes/bazar-du-manga-mo48tslql828tzo4vvq,Commerce / Distribution,Commerce / Distribution,Commerce / Distribution,True,True,Fuite de données,Fuite de données,Fuite de données,True,True,France métropolitaine,France métropolitaine,France métropolitaine,True,True
GOLD-0083,Fédération Française de Basketball,2026-04-17,FRENCHBREACHES_LLM_JSON,MISSING,,,MISSING,,,Sport,,,False,False,Fuite de données,,,False,False,France métropolitaine,,,False,False
GOLD-0084,Moulin Roty,2026-04-17,FRENCHBREACHES_LLM_JSON,MATCHED,snapshot_id,INC-799E8962A7F9,MATCHED,organisation_and_date,https://frenchbreaches.com/alertes/moulin-roty-mo48r43oxyvhpucthkk,Industrie / Manufacture,Industrie / Manufacture,Commerce / Distribution,True,False,Fuite de données,Fuite de données,Fuite de données,True,True,France métropolitaine,France métropolitaine,France métropolitaine,True,True
GOLD-0085,Assuréa,2026-04-15,FRENCHBREACHES_LLM_JSON,MATCHED,snapshot_id,INC-F8D163C19511,MATCHED,organisation_and_date,https://frenchbreaches.com/alertes/assurea-mnzvksnagcezy68h3ec,Finance / Assurance,Inconnu,Finance / Assurance,False,True,Fuite de données,Fuite de données,Fuite de données,True,True,France métropolitaine,Inconnu,France métropolitaine,False,True
GOLD-0086,Basic-Fit France,2026-04-13,FRENCHBREACHES_LLM_JSON,MISSING,,,MISSING,,,Sport,,,False,False,Fuite de données,,,False,False,France métropolitaine,,,False,False
GOLD-0087,ImmoJeune,2026-04-13,FRENCHBREACHES_LLM_JSON,MATCHED,snapshot_id,INC-E6BDE621A4F3,MISSING,,,Construction / BTP,Inconnu,,False,False,Intrusion,Fuite de données,,False,False,France métropolitaine,France métropolitaine,,True,False
GOLD-0088,GUEGUEN Avocats,2026-04-20,FRENCHBREACHES_LLM_JSON,MATCHED,snapshot_id,INC-6EF67E928EC9,MISSING,,,Services aux entreprises,Inconnu,,False,False,Ransomware,Ransomware,,True,False,France métropolitaine,France métropolitaine,,True,False
GOLD-0089,Université Bourgogne Europe,2026-04-19,FRENCHBREACHES_LLM_JSON,MISSING,,,MISSING,,,Éducation / Formation,,,False,False,Fuite de données,,,False,False,France métropolitaine,,,False,False
GOLD-0090,Cerballiance,2026-03-25,FRENCHBREACHES_LLM_JSON,MATCHED,snapshot_id,INC-C285EADB1436,MATCHED,organisation_and_date,https://frenchbreaches.com/alertes/cerballiance-mn6es5cdpnde31uimj,Santé,Inconnu,Finance / Assurance,False,False,Fuite de données,Fuite de données,Fuite de données,True,True,France métropolitaine,France métropolitaine,France métropolitaine,True,True
GOLD-0091,Crous,2026-03-24,FRENCHBREACHES_LLM_JSON,MATCHED,snapshot_id,INC-C70121191014,MATCHED,organisation_and_date,https://frenchbreaches.com/alertes/les-crous-mn4j67pgwgz8jpgjckk,Administration / Collectivité,Construction / BTP,Éducation / Formation,False,False,Fuite de données,Fuite de données,Fuite de données,True,True,France métropolitaine,France métropolitaine,France métropolitaine,True,True
GOLD-0092,Métropole Aix-Marseille-Provence,2026-03-24,FRENCHBREACHES_LLM_JSON,MISSING,,,MISSING,,,Administration / Collectivité,,,False,False,Fuite de données,,,False,False,France métropolitaine,,,False,False
GOLD-0093,STOR Solutions,2026-04-24,FRENCHBREACHES_LLM_JSON,MATCHED,snapshot_id,INC-73E635BC9E27,MISSING,,,Numérique / Technologie,Numérique / Technologie,,True,False,Intrusion,Intrusion,,True,False,La Réunion,La Réunion,,True,False
GOLD-0094,Orange Madagascar,2026-03-06,FRENCHBREACHES_LLM_JSON,MATCHED,snapshot_id,INC-09BBD7F9B544,MISSING,,,Numérique / Technologie,Numérique / Technologie,,True,False,Ransomware,Ransomware,,True,False,Madagascar,Madagascar,,True,False
GOLD-0095,Mairie de Fumel,2026-02-13,FRENCHBREACHES_LLM_JSON,MATCHED,snapshot_id,INC-2DFFDBE5B299,MISSING,,,Administration / Collectivité,Administration / Collectivité,,True,False,Ransomware,Ransomware,,True,False,France métropolitaine,France métropolitaine,,True,False
GOLD-0096,DGFiP,2026-02-18,FRENCHBREACHES_LLM_JSON,MATCHED,snapshot_id,INC-42F11737455B,MATCHED,organisation_and_date,https://frenchbreaches.com/alertes/direction-generale-des-finances-publiques-mlsb563td3sb6g2voxn | https://annuaire-entreprises.data.gouv.fr/entreprise/130004955,Administration / Collectivité,Administration / Collectivité,Administration / Collectivité,True,True,Intrusion,Fuite de données,Fuite de données,False,False,France métropolitaine,France métropolitaine,France métropolitaine,True,True
GOLD-0097,ARS,2026-02-05,FRENCHBREACHES_LLM_JSON,MISSING,,,MISSING,,,Administration / Collectivité,,,False,False,Fuite de données,,,False,False,France métropolitaine,,,False,False
GOLD-0098,Fédération Française de Randonnée,2026-02-05,FRENCHBREACHES_LLM_JSON,MISSING,,,MISSING,,,Sport,,,False,False,Fuite de données,,,False,False,France métropolitaine,,,False,False
GOLD-0099,Eiffage,2026-03-01,FRENCHBREACHES_LLM_JSON,MATCHED,snapshot_id,INC-BCF8B8305BBC,MATCHED,organisation_and_date,https://frenchbreaches.com/alertes/eiffage-mm5je1d5a0ojsp8iuof | https://www.eiffage.com/,Construction / BTP,Transport / Logistique,Construction / BTP,False,True,Ransomware,Ransomware,Fuite de données,True,False,France métropolitaine,France métropolitaine,France métropolitaine,True,True
GOLD-0100,Rogers Capital,2026-01-14,FRENCHBREACHES_LLM_JSON,MATCHED,snapshot_id,INC-D3948486A973,MISSING,,,Finance / Assurance,Finance / Assurance,,True,False,Ransomware,Ransomware,,True,False,Maurice,Maurice,,True,False
GOLD-0001,Cravero Motoculture,2026-08-16,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-B99CF5D2A342,MATCHED,source_url,https://www.cyberattaque.org/motoculture-cravero-49-168-fichiers-et-les-donnees-de-plus-de-8-500-personnes-diffuses/ | https://annuaire-entreprises.data.gouv.fr/entreprise/440381499,Commerce / Distribution,Commerce / Distribution,Commerce / Distribution,True,True,Fuite de données,Fuite de données,Autre cyber,True,False,France métropolitaine,France métropolitaine,Inconnu,True,False
GOLD-0002,EVY,2026-08-16,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-9F3966170CB4,MATCHED,source_url,https://www.cyberattaque.org/evy-13-870-comptes-et-contrats-dassurance-revendiques-dans-une-fuite/ | https://www.evy.eu/fr | https://www.evy.eu/fr/legal-notice,Finance / Assurance,Finance / Assurance,Finance / Assurance,True,True,Fuite de données,Fuite de données,Intrusion,True,False,France métropolitaine,France métropolitaine,France métropolitaine,True,True
GOLD-0003,France-Casse,2026-08-16,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-616D0ECF3BB3,MATCHED,source_url,https://www.cyberattaque.org/francecasse-500-comptes-clients-adresses-et-commandes-exposes-dans-une-nouvelle-fuite/,Commerce / Distribution,Commerce / Distribution,Commerce / Distribution,True,True,Fuite de données,Fuite de données,Fuite de données,True,True,France métropolitaine,France métropolitaine,France métropolitaine,True,True
GOLD-0004,Fédération Française de Danse,2026-08-16,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,source_url,INC-C32E5C6268C3,MISSING,,,Sport,Sport,,True,False,Fuite de données,Fuite de données,,True,False,France métropolitaine,France métropolitaine,,True,False
GOLD-0005,Fédération Française de Motocyclisme,2026-08-16,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-8BB56F33DD82,MISSING,,,Sport,Sport,,True,False,Fuite de données,Fuite de données,,True,False,France métropolitaine,France métropolitaine,,True,False
GOLD-0006,Fédération Française de Karaté,2026-08-15,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-2EC7AB82A87C,MISSING,,,Sport,Sport,,True,False,Fuite de données,Fuite de données,,True,False,France métropolitaine,France métropolitaine,,True,False
GOLD-0007,DGFiP,2026-08-14,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-FDB7ABF9F4D9,MATCHED,source_url,https://www.cyberattaque.org/dgfip-2-cyberattaque-cadastre/,Administration / Collectivité,Administration / Collectivité,Administration / Collectivité,True,True,Fuite de données,Fuite de données,Autre cyber,True,False,France métropolitaine,France métropolitaine,France métropolitaine,True,True
GOLD-0008,Scalingo,2026-08-13,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-63CD7177BA9A,MATCHED,source_url,https://www.cyberattaque.org/scalingo-les-donnees-de-90-000-personnes-volees-via-une-faille-critique-de-metabase/,Numérique / Technologie,Numérique / Technologie,Services aux entreprises,True,False,Intrusion,Fuite de données,Fuite de données,False,False,France métropolitaine,France métropolitaine,France métropolitaine,True,True
GOLD-0009,AEFE,2026-08-11,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-A298A6DBBB1B,MATCHED,source_url,https://www.cyberattaque.org/aefe-plus-de-30-000-entrees-de-lannuaire-interne-et-135-e-mails-revendiques/,Administration / Collectivité,Administration / Collectivité,Éducation / Formation,True,False,Fuite de données,Fuite de données,Autre cyber,True,False,France métropolitaine,France métropolitaine,France métropolitaine,True,True
GOLD-0010,Santé publique France,2026-08-11,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-601D5216F01D,MATCHED,source_url,https://www.cyberattaque.org/sante-publique-france-pres-de-80-000-personnes-exposees-apres-une-faille/,Administration / Collectivité,Inconnu,Santé,False,False,Fuite de données,Fuite de données,Autre cyber,True,False,France métropolitaine,France métropolitaine,France métropolitaine,True,True
GOLD-0011,Fédération Française de Handball,2026-08-10,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-3879A78A2B32,MATCHED,organisation_and_date,https://www.cyberattaque.org/ffhandball-136-million-de-donnees-de-licencies-en-fuite-apres-une-cyberattaque/,Sport,Sport,Sport,True,True,Fuite de données,Fuite de données,Fuite de données,True,True,France métropolitaine,France métropolitaine,France métropolitaine,True,True
GOLD-0012,Mairie de Sixt-sur-Aff,2026-08-10,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-3ABFF451EA33,MISSING,,,Administration / Collectivité,Administration / Collectivité,,True,False,Fuite de données,Fuite de données,,True,False,France métropolitaine,France métropolitaine,,True,False
GOLD-0013,Ville de Gagny,2026-08-10,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-FB41041C22B5,MATCHED,source_url,https://www.cyberattaque.org/cyberattaque-a-gagny-la-ville-confirme-un-acces-non-autorise-a-des-donnees-personnelles/,Administration / Collectivité,Administration / Collectivité,Éducation / Formation,True,False,Intrusion,Fuite de données,Intrusion,False,True,France métropolitaine,France métropolitaine,France métropolitaine,True,True
GOLD-0014,Bureau Vallée,2026-08-09,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-2972BA18B0BD,MATCHED,organisation_and_date,https://www.cyberattaque.org/bureau-vallee-55-949-fiches-clients-en-fuite-apres-une-cyberattaque-avortee/,Commerce / Distribution,Commerce / Distribution,Commerce / Distribution,True,True,Fuite de données,Fuite de données,Fuite de données,True,True,France métropolitaine,France métropolitaine,France métropolitaine,True,True
GOLD-0015,Le Mans FC,2026-08-09,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-1645372F6E23,MATCHED,organisation_and_date,https://www.cyberattaque.org/le-mans-fc-une-base-de-2-481-enregistrements-diffusee-apres-une-fuite-de-donnees/,Sport,Sport,Sport,True,True,Fuite de données,Fuite de données,Fuite de données,True,True,France métropolitaine,France métropolitaine,France métropolitaine,True,True
GOLD-0016,BlgCloud,2026-08-08,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-1DC7E716ACF6,MATCHED,source_url,https://www.cyberattaque.org/blgcloud-les-donnees-de-159-entreprises-pirate-des-millions-de-documents-en-fuite/,Numérique / Technologie,Inconnu,Numérique / Technologie,False,True,Intrusion,Fuite de données,Autre cyber,False,False,France métropolitaine,France métropolitaine,France métropolitaine,True,True
GOLD-0017,Mutuelle Générale de Prévoyance,2026-08-08,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-4E70364FA984,MATCHED,source_url,https://www.cyberattaque.org/mutuelle-generale-de-prevoyance-133-018-iban-et-pres-de-200-000-identites-dans-une-fuite-massive/,Finance / Assurance,Finance / Assurance,Finance / Assurance,True,True,Fuite de données,Fuite de données,Fuite de données,True,True,France métropolitaine,France métropolitaine,France métropolitaine,True,True
GOLD-0018,AFPA,2026-08-07,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-F495CED1DF70,MATCHED,source_url,https://www.cyberattaque.org/afpa-pirate-101-comptes-exposes-et-un-acces-administrateur-publie/,Éducation / Formation,Inconnu,Éducation / Formation,False,True,Compromission de compte / messagerie,Compromission de compte / messagerie,Intrusion,True,False,France métropolitaine,France métropolitaine,France métropolitaine,True,True
GOLD-0019,Intermarché,2026-08-05,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-7888D67D988E,MATCHED,source_url,https://www.cyberattaque.org/intermarche-victime-dune-cyberattaque-les-donnees-de-clients-drive-exposees/,Commerce / Distribution,Inconnu,Commerce / Distribution,False,True,Fuite de données,Fuite de données,Intrusion,True,False,France métropolitaine,Inconnu,France métropolitaine,False,True
GOLD-0020,Stade Français Paris,2026-08-05,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-51115A21B49B,MATCHED,organisation_and_date,https://www.cyberattaque.org/stade-francais-cyberattaque-passeport/,Sport,Sport,Sport,True,True,Ransomware,Ransomware,Ransomware,True,True,France métropolitaine,France métropolitaine,France métropolitaine,True,True
GOLD-0021,Mairie de Rinxent,2026-08-03,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-27B5792965C7,MATCHED,source_url,https://www.cyberattaque.org/mairie-de-rinxent-160-go-de-donnees-revendiques-apres-une-cyberattaque/,Administration / Collectivité,Administration / Collectivité,Administration / Collectivité,True,True,Ransomware,Ransomware,Autre cyber,True,False,France métropolitaine,Inconnu,France métropolitaine,False,True
GOLD-0022,ENT Seine-et-Marne,2026-08-02,CYBERATTAQUE_ORG_LLM_JSON,MISSING,,,MISSING,,,Éducation / Formation,,,False,False,Fuite de données,,,False,False,France métropolitaine,,,False,False
GOLD-0023,CCI Nice Côte d'Azur,2026-08-01,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-4912EE5516BF,MATCHED,source_url,https://www.cyberattaque.org/cci-nice-cote-dazur-un-compte-administrateur-pirate-les-donnees-rh-de-candidats-exportees/,Administration / Collectivité,Inconnu,Finance / Assurance,False,False,Compromission de compte / messagerie,Compromission de compte / messagerie,Intrusion,True,False,France métropolitaine,Inconnu,France métropolitaine,False,True
GOLD-0024,CY Cergy Paris Université,2026-08-01,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-D398A12C63DE,MISSING,,,Éducation / Formation,Éducation / Formation,,True,False,Fuite de données,Fuite de données,,True,False,France métropolitaine,France métropolitaine,,True,False
GOLD-0025,Ministère de l'Éducation nationale,2026-07-31,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-938337DBDA6F,MATCHED,organisation_and_date,https://www.cyberattaque.org/education-nationale-25-ans-de-donnees-dagents-potentiellement-exposees-apres-une-cyberattaque/,Administration / Collectivité,Administration / Collectivité,Administration / Collectivité,True,True,Fuite de données,Malware,Intrusion,False,False,France métropolitaine,France métropolitaine,France métropolitaine,True,True
GOLD-0026,ENGIE Green,2026-07-30,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-9B6930A83850,MATCHED,source_url,https://www.cyberattaque.org/engie-green-621-019-clients-en-fuite-apres-une-intrusion-par-injection-sql/,Énergie / Utilities,Inconnu,Énergie / Utilities,False,True,Intrusion,Ransomware,Intrusion,False,True,France métropolitaine,France métropolitaine,France métropolitaine,True,True
GOLD-0027,Lire Demain,2026-07-29,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-FFB6C7F47B15,MATCHED,organisation_and_date,https://www.cyberattaque.org/lire-demain-4-600-commandes-decoles-creches-et-collectivites-exposees/,Commerce / Distribution,Commerce / Distribution,Éducation / Formation,True,False,Fuite de données,Fuite de données,Fuite de données,True,True,France métropolitaine,France métropolitaine,Inconnu,True,False
GOLD-0028,Location-Etudiant.fr,2026-07-28,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-43AC9A4C158B,MATCHED,source_url,https://www.cyberattaque.org/location-etudiant-fr-pirate-10-go-de-donnees-en-fuite/,Construction / BTP,Construction / BTP,Éducation / Formation,True,False,Intrusion,Fuite de données,Intrusion,False,True,France métropolitaine,France métropolitaine,France métropolitaine,True,True
GOLD-0029,Mairie d'Injoux-Génissiat,2026-07-28,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-920654387FF9,MISSING,,,Administration / Collectivité,Inconnu,,False,False,Fuite de données,Fuite de données,,True,False,France métropolitaine,France métropolitaine,,True,False
GOLD-0030,Planity,2026-07-28,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-5548AD317C63,MATCHED,source_url,https://www.cyberattaque.org/planity-138-000-donnees-exfiltrees-dans-une-cyberattaque/,Numérique / Technologie,Commerce / Distribution,Finance / Assurance,False,False,Fuite de données,Compromission de compte / messagerie,Autre cyber,False,False,France métropolitaine,France métropolitaine,France métropolitaine,True,True
GOLD-0031,Nantes Université,2026-07-28,CYBERATTAQUE_ORG_LLM_JSON,MISSING,,,MISSING,,,Éducation / Formation,,,False,False,Fuite de données,,,False,False,France métropolitaine,,,False,False
GOLD-0032,Verspieren,2026-07-27,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-904D84D2D2A9,MISSING,,,Finance / Assurance,Finance / Assurance,,True,False,Fuite de données,Fuite de données,,True,False,France métropolitaine,France métropolitaine,,True,False
GOLD-0033,Batipro 33,2026-07-26,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-C80F4470E4D1,MATCHED,source_url,https://www.cyberattaque.org/batipro-33-pirate-1119-personnes-et-cinq-bases-sql-internes-revendiquees/,Construction / BTP,Inconnu,Construction / BTP,False,True,Intrusion,Fuite de données,Intrusion,False,True,France métropolitaine,France métropolitaine,France métropolitaine,True,True
GOLD-0034,Ministère de l'Intérieur,2026-07-26,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-9CEB5476F2D6,MATCHED,organisation_and_date,https://www.cyberattaque.org/ministere-de-linterieur-111-528-agents-revendiques-dans-une-fuite-massive-de-donnees/,Administration / Collectivité,Administration / Collectivité,Administration / Collectivité,True,True,Fuite de données,Fuite de données,Fuite de données,True,True,France métropolitaine,France métropolitaine,France métropolitaine,True,True
GOLD-0035,Driveco,2026-07-25,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-C6A499CF97F1,MISSING,,,Énergie / Utilities,Inconnu,,False,False,Fuite de données,Fuite de données,,True,False,France métropolitaine,France métropolitaine,,True,False
GOLD-0036,Alpissimmo,2026-07-24,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-F4E5D8AEDD34,MATCHED,source_url,https://www.cyberattaque.org/alpissimmo-pres-de-600-projets-de-vacances-exposes-avec-coordonnees-et-dates-de-sejour/ | https://www.bing.com/ck/a?!&&p=44923e903f341bce437f92929b491ffc83d01c7411e3e375bd13c0b3895c0f34JmltdHM9MTc4NjgzODQwMA&ptn=3&ver=2&hsh=4&fclid=3171e639-39fa-61b4-2784-f18e38276075&u=a1aHR0cHM6Ly93d3cubWljcm9zb2Z0LmNvbS9lbi11cy8_bXNvY2tpZD0zMTcxZTYzOTM5ZmE2MWI0Mjc4NGYxOGUzODI3NjA3NQ&ntb=1 | https://www.bing.com/ck/a?!&&p=1dabc741f13e13a38b3bd4cf30a850fa5b5b0146620b70a94e3ac2fec7f3d0a8JmltdHM9MTc4NjgzODQwMA&ptn=3&ver=2&hsh=4&fclid=3171e639-39fa-61b4-2784-f18e38276075&u=a1aHR0cHM6Ly9teWFjY291bnQubWljcm9zb2Z0LmNvbS8&ntb=1,Construction / BTP,Inconnu,Numérique / Technologie,False,False,Fuite de données,Fuite de données,Fuite de données,True,True,France métropolitaine,France métropolitaine,France métropolitaine,True,True
GOLD-0037,Centre Hospitalier de Chaumont,2026-07-24,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-1EEA7737B334,MISSING,,,Santé,Santé,,True,False,Fuite de données,Fuite de données,,True,False,France métropolitaine,France métropolitaine,,True,False
GOLD-0038,SKOLAE,2026-07-24,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-65B2FFF8F199,MATCHED,source_url,https://www.cyberattaque.org/skolae-victime-dune-intrusion-dans-ses-systemes-informatiques/,Éducation / Formation,Éducation / Formation,Numérique / Technologie,True,False,Intrusion,Fuite de données,Intrusion,False,True,France métropolitaine,France métropolitaine,France métropolitaine,True,True
GOLD-0039,Mairie de Drancy,2026-07-23,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-E9B0D5CE48BA,MISSING,,,Administration / Collectivité,Administration / Collectivité,,True,False,Ransomware,Ransomware,,True,False,France métropolitaine,Inconnu,,False,False
GOLD-0040,Avignon Université,2026-07-23,CYBERATTAQUE_ORG_LLM_JSON,MISSING,,,MISSING,,,Éducation / Formation,,,False,False,Fuite de données,,,False,False,France métropolitaine,,,False,False
GOLD-0041,BANATIC,2026-07-22,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-4FE1AD7A39FE,MATCHED,organisation_and_date,https://www.cyberattaque.org/banatic-plus-de-91-000-elus-et-responsables-de-collectivites-exposes-apres-une-cyberattaque/,Administration / Collectivité,Inconnu,Administration / Collectivité,False,True,Fuite de données,Phishing / fraude,Autre cyber,False,False,France métropolitaine,Inconnu,France métropolitaine,False,True
GOLD-0042,Immobilière Tariot,2026-07-22,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-ADC1FF7A21EE,MATCHED,source_url,https://www.cyberattaque.org/immobiliere-tariot-fuite-des-plans-de-logements-rib-et-dossiers-de-coproprietaires-marseillais/,Construction / BTP,Construction / BTP,Finance / Assurance,True,False,Fuite de données,Compromission de compte / messagerie,Compromission de compte / messagerie,False,False,France métropolitaine,France métropolitaine,France métropolitaine,True,True
